TMDB ID,IMDb ID,Data proiezione,Film,Selezionatore,Tema,Anno,Regista/i,Durata,Paese/i di produzione,Link IMDb,Media voti F,Media voti I,Media voti P,Pubblico
19223,tt0110917,28-Jan-2009,Una pura formalità,Vincenzo,-,1994,Giuseppe Tornatore,108,FR; IT,https://www.imdb.com/title/tt0110917,,,,
6172,tt0780568,3-Feb-2009,Mein Führer - La veramente vera verità su Adolf Hitler,Simone,-,2007,Dani Levy,89,DE,https://www.imdb.com/title/tt0780568,,,,
16137,tt0792986,20-Feb-2009,Peur(s) du Noir,Francesca,-,2008,Blutch; Charles Burns; Marie Caillou; Pierre Di Sciullo; Lorenzo Mattotti; Richard McGuire,85,FR,https://www.imdb.com/title/tt0792986,,,,
1548,tt0162346,25-Feb-2009,Ghost World,Marco C,-,2001,Terry Zwigoff,111,DE; US; GB,https://www.imdb.com/title/tt0162346,,,,
56231,tt0066919,3-Mar-2009,La classe operaia va in paradiso,Alessandro S,-,1971,Elio Petri,125,IT,https://www.imdb.com/title/tt0066919,,,,
13898,tt0255094,10-Mar-2009,Il cerchio,Chiara,-,2000,Jafar Panahi,90,IR; IT; CH,https://www.imdb.com/title/tt0255094,,,,
870,tt0330229,18-Mar-2009,Dolls,Andrea,-,2002,Takeshi Kitano,114,JP,https://www.imdb.com/title/tt0330229,,,,
137,tt0107048,24-Mar-2009,Ricomincio da capo,Giorgio,-,1993,Harold Ramis,102,US,https://www.imdb.com/title/tt0107048,,,,
7457,tt0426883,1-Apr-2009,Alpha Dog,Lorenzo B,-,2006,Nick Cassavetes,122,US,https://www.imdb.com/title/tt0426883,,,,
4552,tt0365376,16-Apr-2009,Two Sisters,Vincenzo,-,2003,Kim Jee-woon,115,KR,https://www.imdb.com/title/tt0365376,,,,
340,tt0404030,21-Apr-2009,Ogni cosa è illuminata,Valerio,-,2005,Liev Schreiber,106,US,https://www.imdb.com/title/tt0404030,,,,
155,tt0468569,29-Apr-2009,The Dark Knight,Paolo,-,2008,Christopher Nolan,146,GB; US,https://www.imdb.com/title/tt0468569,,,,
5544,tt0052893,5-May-2009,Hiroshima mon Amour,Simone,-,1959,Alain Resnais,92,FR; JP,https://www.imdb.com/title/tt0052893,,,,
1381,tt0414993,14-May-2009,L'albero della vita,Daniele,-,2006,Darren Aronofsky,96,CA; US,https://www.imdb.com/title/tt0414993,,,,
10778,tt0243133,22-May-2009,L'uomo che non c'era,Silvia,-,2001,Joel Coen,116,GB; US,https://www.imdb.com/title/tt0243133,,,,
42269,tt0075793,31-May-2009,C'eravamo tanto amati,Gabriella,-,1974,Ettore Scola,120,IT,https://www.imdb.com/title/tt0075793,,,,
6615,tt0805564,30-Sep-2009,Lars e una ragazza tutta sua,Daniele,-,2007,Craig Gillespie,106,US,https://www.imdb.com/title/tt0805564,,,,
406,tt0113247,5-Oct-2009,L'odio,Alessandro,Comunità,1995,Mathieu Kassovitz,98,FR,https://www.imdb.com/title/tt0113247,,,,
10139,tt1013753,12-Oct-2009,Milk,Paolo,Comunità,2008,Gus Van Sant,128,US,https://www.imdb.com/title/tt1013753,,,,
12544,tt0286516,19-Oct-2009,Respiro,Gabriella,Comunità,2002,Emanuele Crialese,91,FR; IT,https://www.imdb.com/title/tt0286516,,,,
23619,tt1320297,26-Oct-2009,Si può fare,Silvia,Pazzia,2008,Giulio Manfredonia,111,IT,https://www.imdb.com/title/tt1320297,,,,
46992,tt0150915,2-Nov-2009,Hilary and Jackie,Carmine,Pazzia,1998,Anand Tucker,114,GB,https://www.imdb.com/title/tt0150915,,,,
103,tt0075314,9-Nov-2009,Taxi Driver,Marco,Pazzia,1976,Martin Scorsese,113,US,https://www.imdb.com/title/tt0075314,,,,
153,tt0335266,16-Nov-2009,Lost in Translation,Chiara B,Città,2003,Sofia Coppola,102,JP; US,https://www.imdb.com/title/tt0335266,,,,
144,tt0093191,23-Nov-2009,Il cielo sopra Berlino,Andrea,Città,1987,Wim Wenders,130,DE; FR,https://www.imdb.com/title/tt0093191,,,,
58383,tt0057286,30-Nov-2009,Le mani sulla città,Simone,Città,1963,Francesco Rosi,105,IT; FR,https://www.imdb.com/title/tt0057286,,,,
56784,tt0084646,7-Dec-2009,Scusate il ritardo,Lorenzo,Sud,1983,Massimo Troisi,112,IT,https://www.imdb.com/title/tt0084646,,,,
2014,tt0880502,14-Dec-2009,Ai confini del paradiso,Vincenzo,Sud,2007,Fatih Akin,116,DE; TR,https://www.imdb.com/title/tt0880502,,,,
43989,tt0108245,21-Dec-2009,Sud,Alessio,Sud,1993,Gabriele Salvatores,86,IT,https://www.imdb.com/title/tt0108245,,,,
832,tt0022100,11-Jan-2010,M - Il mostro di Düsseldorf,Jan,Criminalità organizzata,1931,Fritz Lang,118,DE,https://www.imdb.com/title/tt0022100,,,,
13150,tt0482572,18-Jan-2010,Pride and Glory - Il prezzo dell'onore,Paolo,Criminalità organizzata,2008,Gavin O'Connor,130,US; DE,https://www.imdb.com/title/tt0482572,,,,
50987,tt1272011,25-Jan-2010,Fortapàsc,Francesca,Criminalità organizzata,2009,Marco Risi,105,IT,https://www.imdb.com/title/tt1272011,,,,
52999,tt0273069,1-Feb-2010,L'avversario,Lorenzo,Menzogna,2002,Nicole Garcia,129,FR; CH,https://www.imdb.com/title/tt0273069,,,,
11562,tt0097123,8-Feb-2010,Crimini e misfatti,Gabriella,Menzogna,1989,Woody Allen,99,US,https://www.imdb.com/title/tt0097123,,,,
5206,tt0469754,15-Feb-2010,Il grande capo,Daniele,Menzogna,2006,Lars von Trier,99,DK; FR; DE; IS; IT; SE,https://www.imdb.com/title/tt0469754,,,,
2011,tt0808417,22-Feb-2010,Persepolis,Chiara DC,Diritto,2007,Vincent Paronnaud; Marjane Satrapi,95,FR; US,https://www.imdb.com/title/tt0808417,,,,
3009,tt0057427,1-Mar-2010,Il processo,Alessandro,Diritto,1962,Orson Welles,130,FR; DE; IT,https://www.imdb.com/title/tt0057427,,,,
26451,tt0065889,8-Mar-2010,Indagine su un cittadino al di sopra di ogni sospetto,Simone,Diritto,1970,Elio Petri,111,IT,https://www.imdb.com/title/tt0065889,,,,
234,tt0010323,15-Mar-2010,Il gabinetto del dottor Caligari,Andrea,Il rovescio della medaglia,1920,Robert Wiene,78,DE,https://www.imdb.com/title/tt0010323,,,,
1124,tt0482571,22-Mar-2010,The Prestige,Daniele,Il rovescio della medaglia,2006,Christopher Nolan,130,US,https://www.imdb.com/title/tt0482571,,,,
15865,tt1039652,29-Mar-2010,La zona,Barbara,Il rovescio della medaglia,2007,Rodrigo Plá,97,MX,https://www.imdb.com/title/tt1039652,,,,
2440,tt0260991,11-Apr-2010,Joint Security Area,Jan,Le mura,2000,Park Chan-wook,110,KR,https://www.imdb.com/title/tt0260991,,,,
338,tt0301357,19-Apr-2010,Good Bye Lenin!,Chiara B,Le mura,2003,Wolfgang Becker,121,DE,https://www.imdb.com/title/tt0301357,,,,
278,tt0111161,26-Apr-2010,Le ali della libertà,Rosanna,Le mura,1994,Frank Darabont,142,US,https://www.imdb.com/title/tt0111161,,,,
3594,tt0481369,3-May-2010,Number 23,Stefano,Ossessione,2007,Joel Schumacher,98,DE; US,https://www.imdb.com/title/tt0481369,,,,
129564,tt0070568,10-May-2010,La proprietà non è più un furto,Alessandro,Ossessione,1973,Elio Petri,126,FR; IT,https://www.imdb.com/title/tt0070568,,,,
61222,tt1319569,17-May-2010,Home,Silvia,Ossessione,2008,Ursula Meier,98,BE; FR; CH,https://www.imdb.com/title/tt1319569,,,,
2759,tt0109045,24-May-2010,"Priscilla, la regina del deserto",Alessio,Attraversamento,1994,Stephan Elliott,102,AU,https://www.imdb.com/title/tt0109045,,,,
5915,tt0758758,31-May-2010,Into the Wild,Barbara,Attraversamento,2007,Sean Penn,148,US,https://www.imdb.com/title/tt0758758,,,,
22947,tt1193138,7-Jun-2010,Tra le nuvole,Chiara,Attraversamento,2009,Jason Reitman,109,US,https://www.imdb.com/title/tt1193138,,,,
62495,tt0396818,27-Sep-2010,Primo amore,Daniele,-,2004,Matteo Garrone,100,IT,https://www.imdb.com/title/tt0396818,,,,
8214,tt0116752,4-Oct-2010,Nuvole in viaggio,Giancarlo,La forma,1996,Aki Kaurismäki,96,FI; FR; DE,https://www.imdb.com/title/tt0116752,,,,
129,tt0245429,11-Oct-2010,La città incantata,Alessandro,La forma,2001,Hayao Miyazaki,125,JP,https://www.imdb.com/title/tt0245429,,,,
3902,tt0368794,18-Oct-2010,I'm Not There.,Anna,La forma,2007,Todd Haynes,135,US,https://www.imdb.com/title/tt0368794,,,,
4977,tt0851578,25-Oct-2010,Paprika,Federico,Sonno,2006,Satoshi Kon,90,JP,https://www.imdb.com/title/tt0851578,,,,
11561,tt0070707,8-Nov-2010,Il dormiglione,Silvia,Sonno,1973,Woody Allen,89,US,https://www.imdb.com/title/tt0070707,,,,
4553,tt0361862,15-Nov-2010,L'uomo senza sonno,Rosita,Sonno,2004,Brad Anderson,102,FR; ES; GB; US,https://www.imdb.com/title/tt0361862,,,,
851,tt0037558,22-Nov-2010,Breve incontro,Jan,Scelta,1945,David Lean,86,GB,https://www.imdb.com/title/tt0037558,,,,
37232,tt0378906,29-Nov-2010,Maghi e viaggiatori,Simone,Scelta,2003,Khyentse Norbu,108,BT; GB; AU,https://www.imdb.com/title/tt0378906,,,,
51971,tt1504429,6-Dec-2010,Il rifugio,Chiara P,Scelta,2009,François Ozon,88,FR,https://www.imdb.com/title/tt1504429,,,,
641,tt0180093,13-Dec-2010,Requiem for a Dream,Daniele,Dipendenze,2000,Darren Aronofsky,102,US,https://www.imdb.com/title/tt0180093,,,,
1902,tt0125659,20-Dec-2010,Apri gli occhi,Maurizio,Dipendenze,1997,Alejandro Amenábar,117,ES; FR; IT,https://www.imdb.com/title/tt0125659,,,,
99,tt0185125,10-Jan-2011,Tutto su mia madre,Patrizia,Dipendenze,1999,Pedro Almodóvar,101,FR; ES,https://www.imdb.com/title/tt0185125,,,,
7973,tt0825236,17-Jan-2011,Caramel,Chiara B,Pollaio,2007,Nadine Labaki,96,LB; FR,https://www.imdb.com/title/tt0825236,,,,
11820,tt0304415,24-Jan-2011,Mona Lisa Smile,Francesca,Pollaio,2003,Mike Newell,117,US,https://www.imdb.com/title/tt0304415,,,,
51242,tt0070506,31-Jan-2011,Pane e cioccolata,Valentina,Pollaio,1974,Franco Brusati,115,IT,https://www.imdb.com/title/tt0070506,,,,
8056,tt0170705,7-Feb-2011,Train de Vie - Un treno per vivere,Leonardo,Agrodolce,1998,Radu Mihăileanu,100,BE; IL; NL; RO; FR,https://www.imdb.com/title/tt0170705,,,,
18898,tt1242545,14-Feb-2011,Il mio amico Eric,Chiara DC,Agrodolce,2009,Ken Loach,111,BE; FR; IT; ES; GB,https://www.imdb.com/title/tt1242545,,,,
6037,tt0074937,21-Feb-2011,Invito a cena con delitto,Paolo,Agrodolce,1976,Robert Moore,94,US,https://www.imdb.com/title/tt0074937,,,,
10322,tt0078841,28-Feb-2011,Oltre il giardino,Lorenzo,Eccezioni,1979,Hal Ashby,130,DE; US,https://www.imdb.com/title/tt0078841,,,,
9764,tt0071411,7-Mar-2011,Dersu Uzala,Alessio,Eccezioni,1975,Akira Kurosawa,140,JP; RU; SU,https://www.imdb.com/title/tt0071411,,,,
1879,tt0061735,14-Mar-2011,Indovina chi viene a cena,Kikka,Eccezioni,1967,Stanley Kramer,108,US,https://www.imdb.com/title/tt0061735,,,,
36226,tt0074312,21-Mar-2011,Roulette cinese,Vincenzo,Il gioco,1976,Rainer Werner Fassbinder,86,DE; FR,https://www.imdb.com/title/tt0074312,,,,
247,tt0049406,28-Mar-2011,Rapina a mano armata,Silvia bis,Il gioco,1956,Stanley Kubrick,83,US,https://www.imdb.com/title/tt0049406,,,,
11934,tt0110074,4-Apr-2011,Mr. Hola Hoop,Giovanna,Il gioco,1994,Joel Coen,111,DE; GB; US,https://www.imdb.com/title/tt0110074,,,,
614,tt0050986,11-Apr-2011,Il posto delle fragole,Giancarlo,Il tempo,1957,Ingmar Bergman,95,SE,https://www.imdb.com/title/tt0050986,,,,
31011,tt0485947,18-Apr-2011,Mr. Nobody,Anna,Il tempo,2009,Jaco Van Dormael,141,BE; CA; FR; DE,https://www.imdb.com/title/tt0485947,,,,
11336,tt0085407,2-May-2011,La zona morta,Alessio,Il tempo,1983,David Cronenberg,103,US,https://www.imdb.com/title/tt0085407,,,,
2013,tt0401383,9-May-2011,Lo scafandro e la farfalla,Simone,Il guscio,2007,Julian Schnabel,112,FR; US,https://www.imdb.com/title/tt0401383,,,,
24238,tt0978762,16-May-2011,Mary and Max,Patrizia,Il guscio,2009,Adam Elliot,92,AU,https://www.imdb.com/title/tt0978762,,,,
37165,tt0120382,23-May-2011,The Truman Show,Jan,Il guscio,1998,Peter Weir,103,US,https://www.imdb.com/title/tt0120382,,,,
334,tt0175880,30-May-2011,Magnolia,Silvia bis,Specchio,1999,Paul Thomas Anderson,193,US,https://www.imdb.com/title/tt0175880,,,,
44214,tt0947798,6-Jun-2011,Il cigno nero,Daniele,Specchio,2010,Darren Aronofsky,108,US,https://www.imdb.com/title/tt0947798,,,,
10377,tt0104952,26-Sep-2011,Mio cugino Vincenzo,Paolo DC,-,1992,Jonathan Lynn,119,US,https://www.imdb.com/title/tt0104952,,,,
19413,tt0074252,3-Oct-2011,Brutti sporchi e cattivi,Jan,Fango,1976,Ettore Scola,111,IT,https://www.imdb.com/title/tt0074252,,,,
12093,tt0300140,10-Oct-2011,Lilja 4-Ever,Maurizio,Fango,2002,Lukas Moodysson,109,DK; SE,https://www.imdb.com/title/tt0300140,,,,
11104,tt0109424,17-Oct-2011,Hong Kong Express,Giancarlo,Binario,1994,Wong Kar-wai,102,HK,https://www.imdb.com/title/tt0109424,,,,
235,tt0092005,24-Oct-2011,Stand By Me,Chiara P,Binario,1986,Rob Reiner,89,US,https://www.imdb.com/title/tt0092005,,,,
16804,tt1069238,7-Nov-2011,Departures,Simone,Ponte,2008,Yojiro Takita,130,JP,https://www.imdb.com/title/tt1069238,,,,
4538,tt0838221,14-Nov-2011,Il treno per il Darjeeling,Anna,Ponte,2007,Wes Anderson,92,US,https://www.imdb.com/title/tt0838221,,,,
46738,tt1255953,21-Nov-2011,La donna che canta,Daniele,Nodo,2010,Denis Villeneuve,131,CA; FR,https://www.imdb.com/title/tt1255953,,,,
10531,tt0109579,28-Nov-2011,La morte e la fanciulla,Vincenzo,Nodo,1994,Roman Polanski,103,US; FR; GB,https://www.imdb.com/title/tt0109579,,,,
38,tt0338013,5-Dec-2011,Se mi lasci ti cancello,Valentina,Black out,2004,Michel Gondry,108,US,https://www.imdb.com/title/tt0338013,,,,
11005,tt0099077,12-Dec-2011,Risvegli,Silvia bis,Black out,1990,Penny Marshall,121,US,https://www.imdb.com/title/tt0099077,,,,
3989,tt0372588,19-Dec-2011,Team America,Daniele,-,2004,Trey Parker,94,DE; US,https://www.imdb.com/title/tt0372588,,,,
843,tt0118694,9-Jan-2012,In the Mood for Love,Chiara DC,L'astinenza,2000,Wong Kar-wai,98,CN; HK,https://www.imdb.com/title/tt0118694,,,,
269,tt0053472,16-Jan-2012,Fino all'ultimo respiro,Chiara B,L'astinenza,1960,Jean-Luc Godard,90,FR,https://www.imdb.com/title/tt0053472,,,,
11163,tt0064940,23-Jan-2012,Satyricon,Fabio,Provocazione,1969,Federico Fellini,125,IT; FR,https://www.imdb.com/title/tt0064940,,,,
363,tt0347048,30-Jan-2012,La sposa turca,Patrizia,Provocazione,2004,Fatih Akin,121,DE,https://www.imdb.com/title/tt0347048,,,,
11314,tt0085809,6-Feb-2012,Koyaanisqatsi,Jan,Equilibrio,1982,Godfrey Reggio,83,US,https://www.imdb.com/title/tt0085809,,,,
935,tt0057012,13-Feb-2012,"Il dottor Stranamore, ovvero: come imparai a non preoccuparmi e ad amare la bomba",Simone,Equilibrio,1964,Stanley Kubrick,95,GB; US,https://www.imdb.com/title/tt0057012,,,,
21042,tt0089748,20-Feb-2012,L'anno in cui i miei genitori andarono in vacanza,Giancarlo,Dominio,1985,Emir Kusturica,136,YU,https://www.imdb.com/title/tt0089748,,,,
7347,tt0861739,27-Feb-2012,Tropa de Elite,Daniele,Dominio,2007,José Padilha,115,BR,https://www.imdb.com/title/tt0861739,,,,
12560,tt0085244,5-Mar-2012,Il grande freddo,Anna,Freddo,1983,Lawrence Kasdan,103,US,https://www.imdb.com/title/tt0085244,,,,
577,tt0114681,12-Mar-2012,Da morire,Vincenzo,Freddo,1995,Gus Van Sant,102,CA; GB; US,https://www.imdb.com/title/tt0114681,,,,
63311,tt1189073,19-Mar-2012,La pelle che abito,Chiara P,Manipolazione,2011,Pedro Almodóvar,117,ES,https://www.imdb.com/title/tt1189073,,,,
13528,tt0036855,26-Mar-2012,Gaslight,Valentina,Manipolazione,1944,George Cukor,114,US,https://www.imdb.com/title/tt0036855,,,,
11030,tt0086637,2-Apr-2012,Zelig,Chiara DC,La maschera,1983,Woody Allen,79,US,https://www.imdb.com/title/tt0086637,,,,
26108,tt0368658,16-Apr-2012,Stage Beauty,Chiara B,La maschera,2004,Richard Eyre,106,GB; US; DE,https://www.imdb.com/title/tt0368658,,,,
5558,tt0071487,23-Apr-2012,Il fantasma della libertà,Vincenzo,Confusione,1974,Luis Buñuel,103,FR; IT,https://www.imdb.com/title/tt0071487,,,,
300,tt0354899,7-May-2012,L'arte del sogno,Silvia bis,Confusione,2006,Michel Gondry,105,FR; IT,https://www.imdb.com/title/tt0354899,,,,
1675,tt0070460,14-May-2012,Effetto notte,Jan,Ingranaggi,1973,François Truffaut,116,FR; IT,https://www.imdb.com/title/tt0070460,,,,
1428,tt0285823,21-May-2012,C'era una volta in Messico,Daniele,-,2003,Robert Rodriguez,102,US,https://www.imdb.com/title/tt0285823,,,,
9538,tt0081455,28-May-2012,Scanners,Fabio,Ingranaggi,1981,David Cronenberg,103,CA,https://www.imdb.com/title/tt0081455,,,,
12659,tt0276501,4-Jun-2012,Le biciclette di Pechino,Simone,Luoghi comuni,2001,Wang Xiaoshuai,108,CN; FR; TW,https://www.imdb.com/title/tt0276501,,,,
57052,tt0951279,11-Jun-2012,La giusta distanza,Daniele,Luoghi comuni,2007,Carlo Mazzacurati,106,IT,https://www.imdb.com/title/tt0951279,,,,
56812,tt1572491,15-Oct-2012,Balada Triste de Trompeta,Daniele,-,2010,Álex de la Iglesia,107,FR; ES,https://www.imdb.com/title/tt1572491,,,,
37055,tt0097270,22-Oct-2012,Elephant,Simone,Elefante,1989,Alan Clarke,39,GB,https://www.imdb.com/title/tt0097270,,,,
14784,tt0460791,29-Oct-2012,The Fall,Anna,Elefante,2006,Tarsem Singh,117,IN; US,https://www.imdb.com/title/tt0460791,,,,
11177,tt0089560,5-Nov-2012,Dietro la maschera,Federico,Elefante,1985,Peter Bogdanovich,120,US,https://www.imdb.com/title/tt0089560,,,,
74879,tt1827487,12-Nov-2012,C'era una volta in Anatolia,Vincenzo,Ruggine,2011,Nuri Bilge Ceylan,150,BA; TR,https://www.imdb.com/title/tt1827487,,,,
5488,tt0497137,19-Nov-2012,"I'm a Cyborg, but that's OK",Giancarlo,Ruggine,2006,Park Chan-wook,105,KR,https://www.imdb.com/title/tt0497137,,,,
10681,tt0910970,26-Nov-2012,Wall-E,Daniele,Ruggine,2008,Andrew Stanton,97,US,https://www.imdb.com/title/tt0910970,,,,
9693,tt0206634,3-Dec-2012,I figli degli uomini,Rosita,Apocalisse,2006,Alfonso Cuarón,109,GB; US,https://www.imdb.com/title/tt0206634,,,,
62215,tt1527186,7-Jan-2013,Melancholia,Jan,Apocalisse,2011,Lars von Trier,130,DK; FR; DE; SE,https://www.imdb.com/title/tt1527186,,,,
9675,tt0375063,14-Jan-2013,Sideways,Simone,Si è fatto tardi,2004,Alexander Payne,126,US,https://www.imdb.com/title/tt0375063,,,,
599,tt0043014,21-Jan-2013,Viale del tramonto,Chiara DC,Si è fatto tardi,1950,Billy Wilder,110,US,https://www.imdb.com/title/tt0043014,,,,
25376,tt1305806,28-Jan-2013,Il segreto dei suoi occhi,Daniele,Si è fatto tardi,2009,Juan José Campanella,130,AR; ES,https://www.imdb.com/title/tt1305806,,,,
1610,tt0119114,4-Feb-2013,Febbre a 90,Valentina,Guinzaglio,1997,David Evans,102,GB,https://www.imdb.com/title/tt0119114,,,,
77338,tt1675434,11-Feb-2013,Quasi amici,Leonardo,Guinzaglio,2011,Éric Toledano; Olivier Nakache,113,FR,https://www.imdb.com/title/tt1675434,,,,
52794,tt0094713,18-Feb-2013,Baxter,Vincenzo,Guinzaglio,1989,Jérôme Boivin,82,FR,https://www.imdb.com/title/tt0094713,,,,
46689,tt1268204,25-Feb-2013,Waste Land,Federico,Discarica,2010,Lucy Walker,90,BR; GB,https://www.imdb.com/title/tt1268204,,,,
18438,tt1499666,4-Mar-2013,Castaway on the Moon,Jan,Discarica,2009,Lee Hae-jun,116,KR,https://www.imdb.com/title/tt1499666,,,,
21145,tt1132594,11-Mar-2013,Louise Michel,Daniele,Discarica,2008,Benoît Delépine; Gustave Kervern,94,FR,https://www.imdb.com/title/tt1132594,,,,
10331,tt0063350,18-Mar-2013,La notte dei morti viventi,Paolo B,Serie B,1968,George A. Romero,96,US,https://www.imdb.com/title/tt0063350,,,,
25714,tt0362084,25-Mar-2013,Atomik Circus,Ugo,Serie B,2004,Didier Poiraud; Thierry Poiraud,92,BE; FR,https://www.imdb.com/title/tt0362084,,,,
522,tt0109707,8-Apr-2013,Ed Wood,Emiliano,Serie B,1994,Tim Burton,127,US,https://www.imdb.com/title/tt0109707,,,,
340,tt0404030,15-Apr-2013,Ogni cosa è illuminata,Maria Cristina,Fuoriposto,2005,Liev Schreiber,106,US,https://www.imdb.com/title/tt0404030,,,,
25205,tt1320082,22-Apr-2013,Il concerto,Chiara DC,Fuoriposto,2009,Radu Mihăileanu,117,BE; IT; RO; FR,https://www.imdb.com/title/tt1320082,,,,
25518,tt0115650,29-Apr-2013,Il pianeta verde,Adriana,Fuoriposto,1996,Coline Serreau,99,FR,https://www.imdb.com/title/tt0115650,,,,
12797,tt0995039,6-May-2013,Ghost Town,Anna,Shock,2008,David Koepp,102,US,https://www.imdb.com/title/tt0995039,,,,
25504,tt0057495,13-May-2013,Il corridoio della paura,Vincenzo,Shock,1963,Samuel Fuller,101,US,https://www.imdb.com/title/tt0057495,,,,
38568,tt1049402,20-May-2013,L'urlo,Simone,Shock,2010,Rob Epstein; Jeffrey Friedman,86,US,https://www.imdb.com/title/tt1049402,,,,
24188,tt0056512,27-May-2013,Il sorpasso,Jan,Vacanze,1962,Dino Risi,108,IT,https://www.imdb.com/title/tt0056512,,,,
2546,tt0054494,3-Jun-2013,Zazie nel metrò,Giorgia,Vacanze,1960,Louis Malle,93,FR,https://www.imdb.com/title/tt0054494,,,,
9709,tt0382189,10-Jun-2013,My Summer of Love,Luca,Vacanze,2005,Paweł Pawlikowski,86,GB,https://www.imdb.com/title/tt0382189,,,,
91929,tt1712502,30-Sep-2013,L'arrivo di Wang,Daniele,-,2012,Antonio Manetti; Marco Manetti,82,IT,https://www.imdb.com/title/tt1712502,,,,
41471,tt0068815,7-Oct-2013,Lupo solitario e il suo cucciolo,Vincenzo,Botte,1972,Kenji Misumi,83,JP,https://www.imdb.com/title/tt0068815,,,,
9560,tt0114887,14-Oct-2013,Il profumo del mosto selvatico,Giulia,Botte,1995,Alfonso Aráu,102,US,https://www.imdb.com/title/tt0114887,,,,
33542,tt0113326,21-Oct-2013,Terremoto nel Bronx,Federico,Botte,1995,Stanley Tong,104,HK,https://www.imdb.com/title/tt0113326,,,,
773,tt0449059,28-Oct-2013,Little Miss Sunshine,Monica,Zaino,2006,Jonathan Dayton; Valerie Faris,101,US,https://www.imdb.com/title/tt0449059,,,,
83666,tt1748122,4-Nov-2013,Moonrise Kingdom - Una fuga d'amore,Giancarlo,Zaino,2012,Wes Anderson,94,US,https://www.imdb.com/title/tt1748122,,,,
78480,tt2011971,11-Nov-2013,Monsieur Lazhar,Rosita,Zaino,2011,Philippe Falardeau,94,CA,https://www.imdb.com/title/tt2011971,,,,
1585,tt0038650,18-Nov-2013,La vita è meravigliosa,Jan,Stagioni,1946,Frank Capra,129,US,https://www.imdb.com/title/tt0038650,,,,
40827,tt1364481,25-Nov-2013,Dieci inverni,Daniele,Stagioni,2009,Valerio Mieli,99,IT,https://www.imdb.com/title/tt1364481,,,,
25647,tt0901475,2-Dec-2013,Soffio,Daniela,Stagioni,2007,Kim Ki-duk,84,KR,https://www.imdb.com/title/tt0901475,,,,
9662,tt0286244,9-Dec-2013,Appuntamento a Belleville,Giorgia,Colori,2003,Sylvain Chomet,78,BE; CA; FR; LV; GB; US,https://www.imdb.com/title/tt0286244,,,,
57965,tt0450121,16-Dec-2013,Rosso come il cielo,Silvia,Colori,2006,Cristiano Bortone,96,IT,https://www.imdb.com/title/tt0450121,,,,
11898,tt0041546,23-Dec-2013,Sangue blu,Jan,-,1949,Robert Hamer,104,GB,https://www.imdb.com/title/tt0041546,,,,
26275,tt0416220,13-Jan-2014,Kamikaze Girls,Cristina,Colori,2004,Tetsuya Nakashima,102,JP,https://www.imdb.com/title/tt0416220,,,,
74534,tt1412386,20-Jan-2014,Marigold hotel,Vincenzo,Vecchi,2011,John Madden,124,AE; GB; US,https://www.imdb.com/title/tt1412386,,,,
17631,tt1277728,27-Jan-2014,Pranzo di ferragosto,Chiara DC,Vecchi,2008,Gianni Di Gregorio,75,IT,https://www.imdb.com/title/tt1277728,,,,
85444,tt1407052,3-Feb-2014,Rughe,Monica,Vecchi,2011,Ignacio Ferreras,89,ES,https://www.imdb.com/title/tt1407052,,,,
18947,tt1131729,10-Feb-2014,I Love Radio Rock,Simone,Rock'n'Roll,2009,Richard Curtis,135,GB,https://www.imdb.com/title/tt1131729,,,,
11475,tt0097728,17-Feb-2014,Leningrad Cowboys Go America,Daniele,Rock'n'Roll,1989,Aki Kaurismäki,79,FI; SE,https://www.imdb.com/title/tt0097728,,,,
2657,tt0120789,24-Feb-2014,Pleasantville,Daniela,Rock'n'Roll,1998,Gary Ross,124,US,https://www.imdb.com/title/tt0120789,,,,
71883,tt1483797,3-Mar-2014,Redline,Federico,Impulsi,2009,Takeshi Koike,102,JP,https://www.imdb.com/title/tt1483797,,,,
483,tt0100935,10-Mar-2014,Cuore selvaggio,Jan,Impulsi,1990,David Lynch,125,US,https://www.imdb.com/title/tt0100935,,,,
34283,tt0828154,17-Mar-2014,The Pervert's Guide to Cinema,Vincenzo,Impulsi,2006,Sophie Fiennes,150,GB; AT; NL,https://www.imdb.com/title/tt0828154,,,,
126319,tt1816518,24-Mar-2014,Ernest & Célestine,Maria Cristina,Doppio,2012,Stéphane Aubier; Vincent Patar; Benjamin Renner,78,BE; FR; LU,https://www.imdb.com/title/tt1816518,,,,
43976,tt0117214,31-Mar-2014,Pane e fiore,Giulia,Doppio,1996,Mohsen Makhmalbaf,78,IR; FR,https://www.imdb.com/title/tt0117214,,,,
9540,tt0094964,7-Apr-2014,Inseparabili,Rosita,Doppio,1988,David Cronenberg,116,CA; US,https://www.imdb.com/title/tt0094964,,,,
110398,tt2059255,14-Apr-2014,No - I giorni dell'arcobaleno,Giancarlo,Mutamenti,2012,Pablo Larraín,110,MX; CL; FR; US,https://www.imdb.com/title/tt2059255,,,,
198,tt0035446,28-Apr-2014,To be or not to be - Vogliamo vivere!,Giulia I,Mutamenti,1942,Ernst Lubitsch,99,US,https://www.imdb.com/title/tt0035446,,,,
223202,tt3148468,5-May-2014,L'arbitro,Debora,Mutamenti,2013,Paolo Zucca,96,IT,https://www.imdb.com/title/tt3148468,,,,
38810,tt1379182,12-May-2014,Kynodontas,Daniela,Isola,2009,Yorgos Lanthimos,94,GR,https://www.imdb.com/title/tt1379182,,,,
