TMDB ID,IMDb ID,Data proiezione,Film,Selezionatore,Tema,Anno,Regista/i,Durata,Paese/i di produzione,Link IMDb,Media voti F,Media voti I,Media voti P,Pubblico
84334,tt2125608,19-May-2014,Searching For Sugar Man,Daniele,Isola,2012,Malik Bendjelloul,86,FI; ZA; SE; GB; US,https://www.imdb.com/title/tt2125608,,,,
59336,tt0060545,26-May-2014,Io la conoscevo bene,Vincenzo,Isola,1965,Antonio Pietrangeli,115,IT; FR; DE,https://www.imdb.com/title/tt0060545,,,,
20713,tt0097334,9-Jun-2014,Addio al re,Alessio,Segnali,1989,John Milius,107,US,https://www.imdb.com/title/tt0097334,,,,
42725,tt0061189,16-Jun-2014,I Selvaggi,Silvia,Segnali,1966,Roger Corman,87,US,https://www.imdb.com/title/tt0061189,,,,
167,tt0272152,23-Jun-2014,K-Pax,Federico,Segnali,2001,Iain Softley,125,DE; GB; US,https://www.imdb.com/title/tt0272152,,,,
179538,tt2404738,29-Sep-2014,Las brujas de Zugarramurdi,Daniele,-,2013,Álex de la Iglesia,112,ES; FR,https://www.imdb.com/title/tt2404738,,,,
567,tt0047396,6-Oct-2014,La finestra sul cortile,Jan,Grotta,1954,Alfred Hitchcock,112,US,https://www.imdb.com/title/tt0047396,,,,
9392,tt0435625,13-Oct-2014,The Descent - Discesa nelle tenebre,Rosita,Grotta,2005,Neil Marshall,103,GB,https://www.imdb.com/title/tt0435625,,,,
62204,tt0082484,20-Oct-2014,La guerra del fuoco,Alessio,Grotta,1981,Jean-Jacques Annaud,100,CA; FR; US,https://www.imdb.com/title/tt0082484,,,,
840,tt0075860,27-Oct-2014,Incontri ravvicinati del terzo tipo,Teresa,Migrazione,1977,Steven Spielberg,135,US,https://www.imdb.com/title/tt0075860,,,,
15712,tt1314280,3-Nov-2014,Welcome,Giancarlo,Migrazione,2009,Philippe Lioret,110,FR; GB,https://www.imdb.com/title/tt1314280,,,,
1667,tt0428803,10-Nov-2014,La marcia dei pinguini,Rita,Migrazione,2005,Luc Jacquet,80,FR,https://www.imdb.com/title/tt0428803,,,,
110160,tt1650048,17-Nov-2014,Laurence Anyways,Vincenzo,Matrioska,2012,Xavier Dolan,168,CA; FR,https://www.imdb.com/title/tt1650048,,,,
24561,tt1010055,24-Nov-2014,Yattaman,Satana,Matrioska,2009,Takashi Miike,111,JP,https://www.imdb.com/title/tt1010055,,,,
587,tt0319061,1-Dec-2014,Big Fish,Paola,Matrioska,2003,Tim Burton,125,US,https://www.imdb.com/title/tt0319061,,,,
2649,tt0119174,15-Dec-2014,The Game,Federico,Verità,1997,David Fincher,123,US,https://www.imdb.com/title/tt0119174,,,,
103663,tt2106476,22-Dec-2014,Il sospetto,Daniele,Verità,2012,Thomas Vinterberg,115,DK; SE,https://www.imdb.com/title/tt2106476,,,,
11020,tt0073540,29-Dec-2014,Picnic ad Hanging Rock,Alessio,Verità,1975,Peter Weir,110,AU,https://www.imdb.com/title/tt0073540,,,,
473,tt0138704,12-Jan-2015,Pi greco - Il teorema del delirio,Rosita,Triangolo,1998,Darren Aronofsky,84,US,https://www.imdb.com/title/tt0138704,,,,
42129,tt0084151,19-Jan-2015,"Io, Chiara e lo scuro",Caterina,Triangolo,1983,Maurizio Ponzi,103,IT,https://www.imdb.com/title/tt0084151,,,,
15030,tt0460766,26-Jan-2015,Deep Water - La folle regata,Giulietta,Triangolo,2006,Louise Osmond; Jerry Rothwell,92,GB,https://www.imdb.com/title/tt0460766,,,,
10238,tt0069467,2-Feb-2015,Sussurri e grida,Vincenzo,Diario,1972,Ingmar Bergman,91,SE,https://www.imdb.com/title/tt0069467,,,,
1262,tt0420223,16-Feb-2015,Vero come la finzione,Jan,Diario,2006,Marc Forster,113,US,https://www.imdb.com/title/tt0420223,,,,
26422,tt0114134,23-Feb-2015,I racconti del cuscino,Daniela,Diario,1996,Peter Greenaway,126,GB; FR; LU,https://www.imdb.com/title/tt0114134,,,,
26963,tt0485601,2-Mar-2015,The secret of Kells,Federico,Segni,2009,Tomm Moore,71,BE; FR; IE,https://www.imdb.com/title/tt0485601,,,,
1890,tt0090830,9-Mar-2015,Figli di un dio minore,Sara,Segni,1986,Randa Haines,119,US,https://www.imdb.com/title/tt0090830,,,,
571,tt0056869,16-Mar-2015,Gli uccelli,Caterina,Segni,1963,Alfred Hitchcock,119,US,https://www.imdb.com/title/tt0056869,,,,
31175,tt1244668,23-Mar-2015,Soul Kitchen,Rosita,Lame,2009,Fatih Akin,99,FR; DE; IT,https://www.imdb.com/title/tt1244668,,,,
9696,tt0296042,30-Mar-2015,Ichi the killer,Jan,Lame,2001,Takashi Miike,129,JP,https://www.imdb.com/title/tt0296042,,,,
13885,tt0408236,13-Apr-2015,Sweeney Todd,Kikka,Lame,2007,Tim Burton,117,GB; US,https://www.imdb.com/title/tt0408236,,,,
53486,tt0772105,20-Apr-2015,L'amico di famiglia,Daniele,Gola,2006,Paolo Sorrentino,102,,https://www.imdb.com/title/tt0772105,,,,
891,tt0074119,27-Apr-2015,Tutti gli uomini del Presidente,Rosita,Gola,1976,Alan J. Pakula,138,US,https://www.imdb.com/title/tt0074119,,,,
109099,tt1829012,4-May-2015,Passion,Vincenzo,Gola,2012,Brian De Palma,94,DE; ES; FR; GB,https://www.imdb.com/title/tt1829012,,,,
49526,tt1547234,11-May-2015,Senza Freni,Federico,Catene,2012,David Koepp,91,US,https://www.imdb.com/title/tt1547234,,,,
16328,tt0067277,18-May-2015,E Johnny prese il fucile,Giulietta,Catene,1971,Dalton Trumbo,111,US,https://www.imdb.com/title/tt0067277,,,,
55347,tt1532503,25-May-2015,Beginners,Giancarlo,Catene,2010,Mike Mills,105,US,https://www.imdb.com/title/tt1532503,,,,
5850,tt0855729,8-Jun-2015,Bes Vakit,Jan,Iniziazione,2006,Reha Erdem,111,TR,https://www.imdb.com/title/tt0855729,,,,
2034,tt0139654,15-Jun-2015,Training Day,Beo,Iniziazione,2001,Antoine Fuqua,123,AU; US,https://www.imdb.com/title/tt0139654,,,,
22538,tt0446029,6-Jul-2015,Scott Pilgrim vs The World,Daniele,Film di Chiusura,2010,Edgar Wright,112,GB; CA; US; JP,https://www.imdb.com/title/tt0446029,,,,
18503,tt0366287,5-Oct-2015,Caterina va in città,Caterina,Iniziazione,2003,Paolo Virzì,102,IT,https://www.imdb.com/title/tt0366287,,,,
112198,tt2179121,12-Oct-2015,Cena tra amici,Federico,Nomi Propri,2012,Alexandre de La Patellière; Matthieu Delaporte,109,FR; BE,https://www.imdb.com/title/tt2179121,,,,
629,tt0114814,19-Oct-2015,I soliti sospetti,Kikka,Nomi Propri,1995,Bryan Singer,105,US,https://www.imdb.com/title/tt0114814,,,,
252822,tt2675914,26-Oct-2015,In ordine di sparizione,Giancarlo,Nomi Propri,2014,Hans Petter Moland,115,DK; NO; SE,https://www.imdb.com/title/tt2675914,,,,
107985,tt1213663,2-Nov-2015,La fine del mondo,Rosita,Pub,2013,Edgar Wright,109,GB,https://www.imdb.com/title/tt1213663,,,,
22494,tt0910554,9-Nov-2015,Frequently Asked Questions About Time Travel,Giulietta,Pub,2009,Gareth Carrivick,83,GB,https://www.imdb.com/title/tt0910554,,,,
990,tt0054997,16-Nov-2015,Lo spaccone,Jan,Pub,1961,Robert Rossen,134,US,https://www.imdb.com/title/tt0054997,,,,
922,tt0112817,30-Nov-2015,Dead man,Daniele,Fumo,1995,Jim Jarmusch,115,DE; JP; US,https://www.imdb.com/title/tt0112817,,,,
130739,tt1954701,14-Dec-2015,Oh Boy,Vincenzo,Fumo,2012,Jan Ole Gerster,83,DE,https://www.imdb.com/title/tt1954701,,,,
9388,tt0427944,21-Dec-2015,Thank you for Smoking,Babbo Natale,Fumo,2006,Jason Reitman,92,US,https://www.imdb.com/title/tt0427944,,,,
3176,tt0266308,11-Jan-2016,Battle Royale,Kikka,Cattivi Maestri,2000,Kinji Fukasaku,114,JP,https://www.imdb.com/title/tt0266308,,,,
174321,tt2055765,18-Jan-2016,The English Teacher,Rosita,Cattivi Maestri,2013,Craig Zisk,93,US,https://www.imdb.com/title/tt2055765,,,,
441,tt0219822,25-Jan-2016,Human Nature,Jan,Cattivi Maestri,2001,Michel Gondry,96,US,https://www.imdb.com/title/tt0219822,,,,
422,tt0056801,15-Feb-2016,8 e mezzo,Caterina,Stazione,1963,Federico Fellini,138,IT; FR,https://www.imdb.com/title/tt0056801,,,,
44826,tt0970179,22-Feb-2016,Hugo Cabret,Adriana,Stazione,2011,Martin Scorsese,125,FR; US; GB,https://www.imdb.com/title/tt0970179,,,,
30890,tt0093818,29-Feb-2016,Radio Days,Rosita,Stazione,1987,Woody Allen,88,US,https://www.imdb.com/title/tt0093818,,,,
20123,tt0097223,7-Mar-2016,Il tempo dei Gitani,Vincenzo,Famiglia Allargata,1988,Emir Kusturica,141,IT; GB; YU,https://www.imdb.com/title/tt0097223,,,,
742,tt0203166,14-Mar-2016,Together,Beo,Famiglia Allargata,2000,Lukas Moodysson,106,DK; IT; NO; SE,https://www.imdb.com/title/tt0203166,,,,
421,tt0362270,21-Mar-2016,Le avventure acquatiche con Steve Zissou,Daniele,Famiglia Allargata,2004,Wes Anderson,119,US,https://www.imdb.com/title/tt0362270,,,,
36685,tt0073629,4-Apr-2016,The Rocky Horror Picture Show,Giulietta,Cerimonia,1975,Jim Sharman,95,GB; US,https://www.imdb.com/title/tt0073629,,,,
13363,tt0756683,11-Apr-2016,The Man from Earth,Francesco,Cerimonia,2007,Richard Schenkman,87,US,https://www.imdb.com/title/tt0756683,,,,
16307,tt0070917,18-Apr-2016,The Wicker Man,Jan,Cerimonia,1973,Robin Hardy,94,GB,https://www.imdb.com/title/tt0070917,,,,
8885,tt1185616,2-May-2016,Valzer con Bashir,Serena,Metallo,2008,Ari Folman,90,IL; FR; DE,https://www.imdb.com/title/tt1185616,,,,
157834,tt2333804,9-May-2016,The Zero Theorem,Jolly,Fuori tema,2013,Terry Gilliam,107,GB; FR; US; RO,https://www.imdb.com/title/tt2333804,,,,
7345,tt0469494,16-May-2016,Il petroliere,Rosita,Metallo,2007,Paul Thomas Anderson,158,US,https://www.imdb.com/title/tt0469494,,,,
9427,tt0119164,23-May-2016,Full Monty - Squattrinati organizzati,Kikka,Metallo,1997,Peter Cattaneo,95,GB; US,https://www.imdb.com/title/tt0119164,,,,
9421,tt0119038,30-May-2016,La cena dei cretini,Daniele,Amici sfigati,1998,Francis Veber,80,FR,https://www.imdb.com/title/tt0119038,,,,
100,tt0120735,6-Jun-2016,"Lock, Stock & Two Smoking Barrels",Vincenzo,Amici sfigati,1998,Guy Ritchie,107,GB,https://www.imdb.com/title/tt0120735,,,,
58190,tt0083519,20-Jun-2016,Ad ovest di Paperino,Caterina,Amici sfigati,1982,Alessandro Benvenuti,102,IT,https://www.imdb.com/title/tt0083519,,,,
2757,tt0268126,27-Jun-2016,Il ladro di orchidee,Jan,Fuori tema,2002,Spike Jonze,114,US,https://www.imdb.com/title/tt0268126,,,,
5723,tt0907657,24-Oct-2016,Once,Daniele,Fuori tema,2007,John Carney,85,IE,https://www.imdb.com/title/tt0907657,,,,
1294,tt0461694,31-Oct-2016,Quattro minuti,Kikka,Musica,2006,Chris Kraus,112,DE,https://www.imdb.com/title/tt0461694,,,,
152603,tt1714915,7-Nov-2016,Solo gli amanti sopravvivono,Francesco,Musica,2013,Jim Jarmusch,123,FR; DE; GR; GB,https://www.imdb.com/title/tt1714915,,,,
786,tt0181875,14-Nov-2016,Almost Famous,Caterina,Musica,2000,Cameron Crowe,122,US,https://www.imdb.com/title/tt0181875,,,,
264660,tt0470752,21-Nov-2016,Ex Machina,Vincenzo,A scatola chiusa,2015,Alex Garland,108,GB,https://www.imdb.com/title/tt0470752,,,,
995,tt0031971,28-Nov-2016,Ombre rosse,Giulietta,A scatola chiusa,1939,John Ford,96,US,https://www.imdb.com/title/tt0031971,,,,
16,tt0168629,5-Dec-2016,Dancer in the Dark,Serena,A scatola chiusa,2000,Lars von Trier,140,AR; DK; FI; FR; DE; IS; IT; NL; NO; SE; GB; US,https://www.imdb.com/title/tt0168629,,,,
254320,tt3464902,12-Dec-2016,The Lobster,Rosita,Locanda,2015,Yorgos Lanthimos,118,FR; GR; IE; NL; GB,https://www.imdb.com/title/tt3464902,,,,
17431,tt1182345,9-Jan-2017,Moon,Daniele,Locanda,2009,Duncan Jones,97,GB,https://www.imdb.com/title/tt1182345,,,,
74534,tt1412386,23-Jan-2017,Marigold hotel,Adriana,Locanda,2011,John Madden,124,AE; GB; US,https://www.imdb.com/title/tt1412386,,,,
548,tt0042876,30-Jan-2017,Rashomon,Jan,Gli assenti,1950,Akira Kurosawa,88,JP,https://www.imdb.com/title/tt0042876,,,,
76696,tt1235841,6-Feb-2017,Medianeras,Caterina,Gli assenti,2011,Gustavo Taretto,95,AR,https://www.imdb.com/title/tt1235841,,,,
226163,tt2229221,13-Feb-2017,Il mundial dimenticato,Serena,Gli assenti,2011,Filippo Macelloni; Lorenzo Garzella,93,IT; AR,https://www.imdb.com/title/tt2229221,,,,
50837,tt1441326,20-Feb-2017,La fuga di Martha,Vincenzo,Calamita,2011,Sean Durkin,102,US,https://www.imdb.com/title/tt1441326,,,,
82693,tt1045658,27-Feb-2017,Il lato positivo,Chicca,Calamita,2012,David O. Russell,122,US,https://www.imdb.com/title/tt1045658,,,,
142,tt0388795,6-Mar-2017,I segreti di Brokeback Mountain,Daniele,Calamita,2005,Ang Lee,134,CA; US,https://www.imdb.com/title/tt0388795,,,,
8844,tt0113497,13-Mar-2017,Jumanji,Flavia,Regole,1995,Joe Johnston,104,US,https://www.imdb.com/title/tt0113497,,,,
14794,tt0063850,20-Mar-2017,Se...,Silvia,Regole,1968,Lindsay Anderson,111,GB,https://www.imdb.com/title/tt0063850,,,,
1443,tt0159097,27-Mar-2017,Il giardino delle vergini suicide,Rosita,Regole,1999,Sofia Coppola,95,US,https://www.imdb.com/title/tt0159097,,,,
624,tt0064276,3-Apr-2017,Easy Rider,Francesco,Pazienza,1969,Dennis Hopper,94,US,https://www.imdb.com/title/tt0064276,,,,
903,tt0061512,10-Apr-2017,Nick mano fredda,Jan,Pazienza,1967,Stuart Rosenberg,110,US,https://www.imdb.com/title/tt0061512,,,,
31032,tt0456149,24-Apr-2017,La morte del signor Lazarescu,Vincenzo,Pazienza,2005,Cristi Puiu,150,RO,https://www.imdb.com/title/tt0456149,,,,
1993,tt0465188,8-May-2017,Nuovomondo,Serena,Sponsor,2006,Emanuele Crialese,118,FR; IT,https://www.imdb.com/title/tt0465188,,,,
64690,tt0780504,15-May-2017,Drive,Daniele,Sponsor,2011,Nicolas Winding Refn,100,US,https://www.imdb.com/title/tt0780504,,,,
295144,tt3659786,29-May-2017,Marvellous,Giulietta,Sponsor,2014,Julian Farino,90,GB,https://www.imdb.com/title/tt3659786,,,,
582,tt0405094,5-Jun-2017,Le vite degli altri,Silvia,Rete,2006,Florian Henckel von Donnersmarck,137,DE,https://www.imdb.com/title/tt0405094,,,,
640,tt0264464,12-Jun-2017,Prova a prendermi,Enrico,Rete,2002,Steven Spielberg,141,US,https://www.imdb.com/title/tt0264464,,,,
152780,tt2404461,2-Oct-2017,Il passato,Vincenzo,Fuori tema,2013,Asghar Farhadi,130,FR; IT; IR,https://www.imdb.com/title/tt2404461,4.3,-,4.3,6
283707,tt3894190,9-Oct-2017,Anime nere,Rosita,Aggiustare,2014,Francesco Munzi,103,FR; IT,https://www.imdb.com/title/tt3894190,4.07,?,?,?
334541,tt4034228,16-Oct-2017,Manchester by the Sea,Daniele,Aggiustare,2016,Kenneth Lonergan,135,US,https://www.imdb.com/title/tt4034228,4.75,?,?,?
392,tt0241303,23-Oct-2017,Chocolat,Francesco,Aggiustare,2000,Lasse Hallström,121,GB; US,https://www.imdb.com/title/tt0241303,3.8,?,?,?
15764,tt0084707,30-Oct-2017,La scelta di Sophie,Adriana,Verità,1982,Alan J. Pakula,150,GB; US,https://www.imdb.com/title/tt0084707,4.3,5,4.6,5
1052,tt0060176,6-Nov-2017,Blow-Up,Silvia,Verità,1966,Michelangelo Antonioni,111,GB; US; IT,https://www.imdb.com/title/tt0060176,3.79,4.71,4.71,7
892,tt0101700,13-Nov-2017,Delicatessen,Serena,Verità,1991,Jean-Pierre Jeunet; Marc Caro,97,FR,https://www.imdb.com/title/tt0101700,3,2.64,4.07,7
336199,tt4357368,20-Nov-2017,Il condominio dei cuori infranti,John,Condominio,2015,Samuel Benchetrit,100,FR,https://www.imdb.com/title/tt4357368,4.56,4.56,4.56,8
11482,tt0074811,27-Nov-2017,L'inquilino del terzo piano,Vincenzo,Condominio,1976,Roman Polanski,125,FR,https://www.imdb.com/title/tt0074811,3.75,5,4.88,4
42229,tt0076085,11-Dec-2017,Una giornata particolare,Alessandra,Condominio,1977,Ettore Scola,103,IT; CA,https://www.imdb.com/title/tt0076085,4.7,4.8,4.7,8
198277,tt1980929,18-Dec-2017,Tutto può cambiare,Mimma,Inversione,2013,John Carney,104,US,https://www.imdb.com/title/tt1980929,3.25,3.19,4.06,8
137,tt0107048,8-Jan-2018,Ricomincio da capo,Rosita,Inversione,1993,Harold Ramis,102,US,https://www.imdb.com/title/tt0107048,3.5,3.57,2.86,7
12163,tt1125849,15-Jan-2018,The Wrestler,Daniele,Inversione,2008,Darren Aronofsky,109,US; FR,https://www.imdb.com/title/tt1125849,4.11,4.33,4.56,9
547290,tt4264066,22-Jan-2018,Sei personaggi in cerca d'autore,Jessica,Realtà,1965,Giorgio De Lullo,133,,https://www.imdb.com/title/tt4264066,3.5,5,4.6,10
62320,tt1014762,5-Feb-2018,Home,Adriana,Realtà,2009,Yann Arthus-Bertrand,90,FR,https://www.imdb.com/title/tt1014762,3.5,3.83,4.67,9
194662,tt2562232,12-Feb-2018,Birdman,Silvia,Realtà,2014,Alejandro González Iñárritu,119,US,https://www.imdb.com/title/tt2562232,4.11,4.61,4.56,9
72996,tt0332605,19-Feb-2018,La casa dei matti,Francesco,Equilibrio,2002,Andrei Konchalovsky,104,FR; RU,https://www.imdb.com/title/tt0332605,3.3,4.7,4.75,6
20719,tt0330243,5-Mar-2018,Dzien swira,Vincenzo,Equilibrio,2002,Marek Koterski,93,PL,https://www.imdb.com/title/tt0330243,4.1,4.7,4.8,6
413923,tt5450328,12-Mar-2018,Orecchie,Caterina,Equilibrio,2017,Alessandro Aronadio,90,IT,https://www.imdb.com/title/tt5450328,3.72,4.94,4.56,10
